feature,obs_freq,null_mean,null_std,rel_risk,z_score,p_montecarlo,p_value,p_fdr,n_events,k_controls,direction
angular|Mars|IC,0.04541154210028382,0.04465941343424789,0.006241981536350855,1.0168414362885283,0.12049517635639097,1.0,0.9040909005166482,1.0,1057,200,exceso
angular|Jupiter|ASC,0.04068117313150426,0.04429044465468307,0.006300633957201163,0.9185090248851864,-0.5728425976966456,0.6069651741293532,0.5667512738003783,1.0,1057,200,déficit
angular|Jupiter|DSC,0.04730368968779565,0.04526017029328291,0.006868517876230165,1.0451505016722402,0.2975197024069395,0.7860696517412935,0.7660697682924287,1.0,1057,200,exceso
angular|Saturn|ASC,0.041627246925260174,0.043987701040681185,0.006477973692690053,0.9463383159479513,-0.3643815531521255,0.8159203980099502,0.7155731084962781,1.0,1057,200,déficit
angular|Saturn|DSC,0.04919583727530748,0.04304162724692526,0.0061180384173903325,1.1429827453566328,1.005912288959983,0.3681592039800995,0.314457764252841,1.0,1057,200,exceso
angular|Saturn|MC,0.04730368968779565,0.04398297067171236,0.0059525891916001016,1.0755001075500115,0.5578612783776957,0.5771144278606966,0.5769391145316622,1.0,1057,200,exceso
angular|Pluto|IC,0.04446546830652791,0.04579943235572377,0.005828279777493273,0.9708737864077664,-0.22887783361861821,0.9950248756218906,0.8189638695051428,1.0,1057,200,déficit
aspect|Moon|Uranus|opposition,0.04257332071901608,0.044564806054872286,0.0063151229213311,0.955312599511729,-0.3153517929365087,0.8159203980099502,0.7524945644544154,1.0,1057,200,déficit
aspect|Moon|Neptune|sextile,0.06054872280037843,0.06580416272469247,0.007130850720497387,0.9201351448494005,-0.7370004127568482,0.5074626865671642,0.46112209835829004,1.0,1057,200,déficit
aspect|Moon|Neptune|trine,0.08893093661305582,0.09016556291390733,0.009111123062718319,0.9863071192487273,-0.1355075869739334,0.945273631840796,0.8922105660488575,1.0,1057,200,déficit
aspect|Moon|Neptune|opposition,0.043519394512771994,0.04534531693472098,0.005949203147655506,0.959732943876485,-0.3069188220053559,0.8258706467661692,0.7589051621758112,1.0,1057,200,déficit
aspect|Moon|Pluto|conjunction,0.04257332071901608,0.04423841059602649,0.005916399356039293,0.9623609923011119,-0.281436356271443,0.845771144278607,0.778375736229667,1.0,1057,200,déficit
aspect|Moon|Pluto|sextile,0.0586565752128666,0.06699621570482493,0.007714606240655416,0.8755207230106621,-1.081019592161299,0.3582089552238806,0.27968839862095296,1.0,1057,200,déficit
aspect|Mercury|Jupiter|trine,0.08230842005676443,0.08018448438978222,0.007372617656772253,1.0264881127957077,0.2880843366441542,0.845771144278607,0.7732821821574057,1.0,1057,200,exceso
aspect|Mercury|Jupiter|opposition,0.03122043519394513,0.03657048249763475,0.004846000238884922,0.853705859526583,-1.1040130086581836,0.2885572139303483,0.26958749473045907,1.0,1057,200,déficit
aspect|Mercury|Saturn|square,0.06717123935666983,0.0708041627246924,0.007190986504132362,0.9486905398182809,-0.5052051434020738,0.7164179104477612,0.6134147581535792,1.0,1057,200,déficit
aspect|Mercury|Saturn|trine,0.07663197729422895,0.07827814569536405,0.006509310532286639,0.9789702683103721,-0.2528944337453236,0.8656716417910447,0.8003497909234223,1.0,1057,200,déficit
aspect|Mercury|Uranus|conjunction,0.048249763481551564,0.04755439924314106,0.005471054437566294,1.0146225007460439,0.12709876064033912,0.9552238805970149,0.8988622323736628,1.0,1057,200,exceso
aspect|Mercury|Uranus|sextile,0.06338694418164617,0.06963576158940384,0.0069223035943826675,0.9102642483526953,-0.9027077940973977,0.43781094527363185,0.3666809987665883,1.0,1057,200,déficit
aspect|Mercury|Uranus|square,0.08230842005676443,0.07998580889309345,0.006688943416718993,1.0290377905257584,0.34723139649613755,0.7661691542288557,0.7284174854939433,1.0,1057,200,exceso
aspect|Mercury|Uranus|opposition,0.03784295175023652,0.03666982024597911,0.004630174534095691,1.0319917440660495,0.2533665838336544,0.7661691542288557,0.7999849475928188,1.0,1057,200,exceso
aspect|Mercury|Neptune|conjunction,0.043519394512771994,0.04208609271523174,0.0057465122077736104,1.034056423513545,0.2494211698708916,0.8557213930348259,0.8030350113103972,1.0,1057,200,exceso
